track,artist,album,id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Mountain Song,Jane's Addiction,Nothing's Shocking,5fKZJHzJ9d3MADArbm9muW,0.324,0.931,9,-6.803,1,0.0837,0.0252,0.277,0.313,82.748,242720,4
Cum on Feel the Noize,Quiet Riot,Metal Health,3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11,-5.439,0,0.12,0.00105,0.0823,0.37,145.085,290960,4
Call Me,Blondie,Call Me,7HKxTNVlkHsfMLhigmhC0I,0.554,0.833,2,-6.667,0,0.0347,0.0025,0.0737,0.773,142.673,212227,4
Cherry Pie,Warrant,Cherry Pie (Expanded Edition),18ESXa5mEm1V4Pkt5GSXWx,0.407,0.955,2,-4.164,1,0.164,0,0.347,0.508,177.48,201107,4
Walk This Way,Aerosmith,Toys In The Attic,5SZ6zX4rOrEQferfFC2MfP,0.653,0.73,5,-10.613,1,0.043,1.03e-05,0.0754,0.894,108.705,220400,4
Little Dance,Neon Dreams,Little Dance,3ZqUF40oZLspAMaygqY6L9,0.741,0.609,7,-6.353,1,0.0361,0.00284,0.34,0.625,124.037,244985,4
Crazy Train,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),7ACxUo21jtTHzy7ZEV56vU,0.454,0.913,9,-4.008,1,0.107,0.000271,0.248,0.521,137.688,293183,4
Ace of Spades,Motörhead,Ace of Spades (Expanded Edition),6EPRKhUOdiFSQwGBRBbvsZ,0.329,0.974,3,-8.77,0,0.135,0.000118,0.0904,0.234,140.862,166920,4
Run To The Hills - Live; 1998 Remastered Version,Iron Maiden,A Real Live Dead One,6URF6M1CT6cHu15cuiYbg3,0.193,0.995,0,-3.579,1,0.223,0.00165,0.773,0.218,172.855,237533,4
Real Wild Child (Wild One),Iggy Pop,Blah-Blah-Blah,6ZAwEE4kTdtvyE66iRhFxR,0.59,0.851,4,-11.754,1,0.0297,0.0975,0.154,0.968,146.213,218307,4
Rebel Yell,Billy Idol,Rebel Yell,4TIJ7zSBNejpoIPaWpWRKc,0.53,0.864,4,-4.948,0,0.061,0.000459,0.354,0.484,166.312,288533,4
Pride (In The Name Of Love) - Remastered 2009,U2,The Unforgettable Fire (Remastered),3dh2LlmeMqKJbzn2WUgt3d,0.458,0.843,4,-7.201,1,0.0316,0.000296,0.778,0.713,105.701,228427,4
Miss Me,VEX,Miss Me,0U5W9KDmnDhQu7Uj2H4ds0,0.581,0.747,2,-9.024,1,0.054,0,0.316,0.376,155.044,180774,4
She Sells Sanctuary,The Cult,Love,3qLZ866ZfaK0B0R5FIqXLG,0.55,0.765,7,-8.684,1,0.0287,0.873,0.132,0.419,139.46,252533,4
Personal Jesus - 2006 Remaster,Depeche Mode,Violator (2006 Remaster),7dhM0KUBxuZV9z5iNodLyn,0.679,0.741,11,-7.596,1,0.0494,0.207,0.0985,0.363,130.033,294773,4
The Final Countdown,Europe,The Final Countdown (Expanded Edition),3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.000827,0.0608,0.188,117.662,310333,4
Boys Don't Cry - Single Version,The Cure,Three Imaginary Boys (Deluxe Edition),4dneV7C1yDt9UtyxrQY375,0.465,0.841,11,-5.767,0,0.0633,0,0.109,0.689,168.743,157533,4
Rock the Casbah - Remastered,The Clash,Combat Rock (Remastered),56KqaFSGTb7ifpt16t5Y1N,0.797,0.872,9,-6.727,0,0.0575,0,0.284,0.866,129.885,222427,4
Someone Like You,Collin McLoughlin,Someone Like You,1savRYF8NicOWlg4pf8No4,0.431,0.308,6,-6.637,1,0.0355,0,0.155,0.311,145.801,144324,4
Debaser,Pixies,Doolittle,5cy5IStIn7OSHDEIgXeDyq,0.489,0.913,5,-9.152,0,0.0479,0.709,0.0703,0.539,135.756,171747,4
Whip It,DEVO,Freedom of Choice,4sscDOZCkbLSlDqcCgUJnX,0.78,0.869,9,-7.255,1,0.0517,0.004,0.0621,0.957,157.902,161133,4
Love Buzz,Nirvana,Bleach,5muVpPu8Fj9fXfDbbqDdrZ,0.479,0.865,5,-8.281,0,0.0339,0.228,0.182,0.77,137.902,215203,4
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,Document (R.E.M. No. 5),2oSpQ7QtIKTNFfA08Cy0ku,0.381,0.894,7,-8.638,1,0.037,0,0.0251,0.797,205.528,246933,4
Teen Age Riot (Album Version),Sonic Youth,Daydream Nation (Deluxe Edition),0WIbzDVEpmOyBnqqdtqIL9,0.286,0.907,7,-9.67,1,0.0374,0.202,0.0837,0.746,156.395,417800,4
Possum Kingdom,Toadies,Rubberneck,56SkdBKyR2zOkjk6wVFI9s,0.643,0.726,9,-9.314,1,0.0255,0.00969,0.07,0.925,100.687,308333,4
Ebbs and Flows - Single Edit,Swerve,Ebbs and Flows,2AVesaHhcAqJivfP0uGtla,0.438,0.848,6,-2.207,0,0.0378,0.000321,0.313,0.543,102.795,206164,4
Good,Better Than Ezra,Deluxe,0ttHpMs250dpFkCYAnuhnE,0.615,0.657,7,-6.873,1,0.029,0.0204,0.132,0.792,109.95,185093,4
Where Did You Sleep Last Night,Nirvana,MTV Unplugged In New York,551qy5vUgrUfEUc4dCNfht,0.573,0.59,3,-8.43,1,0.0557,0.000397,0.691,0.364,108.789,306067,3
Cherub Rock - Remastered 2011,The Smashing Pumpkins,Siamese Dream (Deluxe Edition),3ow0TQVttXQF8rLckmXgRx,0.382,0.867,9,-7.426,1,0.0399,0.581,0.196,0.453,87.309,298253,4
Live Forever - Remastered,Oasis,Definitely Maybe (Deluxe Edition Remastered),6TlQ5fbojNRuG0hPQMbxeW,0.286,0.822,9,-3.366,0,0.0381,1.31e-05,0.353,0.19,90.96,276667,4
Down,311,311,0HDaKOlVAfUWXdFR2RhBtN,0.441,0.922,6,-6.644,0,0.0655,1.97e-06,0.381,0.565,175.411,172160,4
Flagpole Sitta,Harvey Danger,Where Have All The Merrymakers Gone?,7cz70nyRXlCJOE85whEkgU,0.361,0.901,4,-4.133,0,0.0443,0.000263,0.286,0.482,144.97,217267,4
Dealing,Gideon King & City Blog,Whatchya Gonna Do,6oX2wnHmFr8YQM6I63JU2y,0.679,0.485,6,-10.175,0,0.0503,0.000253,0.0994,0.376,82.002,268465,4
You,Candlebox,Candlebox,5J19HPdmJHOEu32iyZEt5k,0.329,0.861,11,-5.855,0,0.147,2.88e-06,0.0844,0.599,195.303,297173,3
Cannonball,The Breeders,Last Splash,1KdwPeY1WRWQGHCmRJTveb,0.502,0.758,3,-9.76,1,0.0407,0.783,0.284,0.729,112.499,213693,4
The Impression That I Get,The Mighty Mighty Bosstones,Let's Face It,1ru5R5iSawvuMELqKXxLjS,0.418,0.945,4,-5.406,1,0.118,0.0123,0.23,0.696,181.174,194760,4
Better Days (And the Bottom Drops Out),Citizen King,Mobile Estates,460Wn6Dq2uMviG5nPXtPnb,0.758,0.896,9,-3.311,1,0.0501,3.18e-05,0.136,0.797,94.911,207027,4
Spoonman,Soundgarden,Superunknown (20th Anniversary),1jMaB19DiVR8OihLSuYFOt,0.457,0.902,7,-5.624,1,0.0313,0.196,0.258,0.834,92.711,246920,4
Got You (Where I Want You),The Flys,Holiday Man,1xpd5XqLsrQDBa81ON2kOb,0.47,0.644,8,-6.721,1,0.0269,0.293,0.134,0.521,75.597,242453,4
Secondhand Emotion,Selfish Sons,Secondhand Emotion,7B90Xo2uU0EHxEk8Rts9Ke,0.477,0.869,9,-4.277,1,0.0451,0,0.414,0.37,146.013,200949,4
This Is a Call,Foo Fighters,Foo Fighters,2wO8aOvN1ogLy1N8XT1WJE,0.261,0.964,9,-6.654,1,0.0638,2.87e-05,0.183,0.326,162.902,233360,3
Heaven Beside You,Alice In Chains,Alice In Chains,1DCdIWCE5UFiObCsTSpKFv,0.551,0.724,10,-7.09,0,0.032,0.000167,0.116,0.559,111.243,327893,4
In the Meantime,Spacehog,Resident Alien,02lTDOxHeXTHsdwXoz6lpC,0.269,0.895,9,-6.382,1,0.118,0.00266,0.153,0.16,168.479,299507,4
Backwater,Meat Puppets,Too High To Die,3KZVWVH4epY2JGaqRs8bqg,0.495,0.84,9,-6.613,1,0.0446,0.00151,0.185,0.478,111.82,220533,4
Seether,Veruca Salt,American Thighs,1SY2vughwKmVPm1Lmf5Nl7,0.612,0.848,8,-9.178,1,0.0463,0.00319,0.0687,0.632,136.196,196573,4
Hurt,Nine Inch Nails,The Downward Spiral,1lo9k4PrxFd5Np4cAxXoKo,0.49,0.158,9,-18.148,1,0.04,0.0227,0.121,0.0826,79.833,375933,4
Only Time Will Tell,Kurt Deimer,"Work Hard, Rock Hard",5oKgB1mHilbnMKhpTX7rsX,0.532,0.892,9,-4.165,1,0.0949,0.000227,0.215,0.478,141.002,236560,4
Everything Zen,Bush,Sixteen Stone (Remastered),7waRjsA2ehXv619f47lYOT,0.48,0.856,0,-4.409,1,0.0484,0.00418,0.133,0.324,134.229,278133,4
Little Things,Bush,Sixteen Stone (Remastered),5topOIcCwU391xE5Oyhh62,0.343,0.936,7,-3.316,1,0.0758,0,0.169,0.211,112.628,264227,4
Freak,Silverchair,Freak Show,2RDgs05sg2vrpwiAEUkWd0,0.539,0.883,6,-6.614,0,0.0652,1.38e-06,0.0606,0.405,118.058,226107,4
Sister,The Nixons,Foma,1EIXwdOOkXANCJAMInXMez,0.331,0.77,6,-6.91,1,0.0319,0,0.115,0.393,170.805,268800,4
Sell Out,Reel Big Fish,Turn The Radio Off,6SJ1hWFVBIiUgGgHKvwXCQ,0.557,0.87,1,-6.332,1,0.125,1.51e-05,0.208,0.947,104.708,227493,4
Nutshell,Alice In Chains,Jar Of Flies,2JuasWPUodaUxf5nwNpciQ,0.384,0.561,3,-10.059,0,0.0296,0.253,0.0775,0.159,136.136,259200,3
Mother Mother,Tracy Bonham,The Burdens Of Being Upright,6WGaVdhY8uMWMgxiKpdLVy,0.368,0.626,2,-7.082,1,0.0618,0,0.201,0.622,174.394,180733,4
Superman,Goldfinger,Hang-Ups,4X3qGigyU6ARi3HP4lWD95,0.429,0.937,2,-3.986,1,0.0573,0.0002,0.0807,0.894,194.838,185027,4
"Hey Man, Nice Shot - Remastered Version",Filter,Short Bus,1IyHPt3b6BrhdMwNyk0VM0,0.48,0.588,2,-10.773,1,0.0339,0.712,0.319,0.305,177.018,314440,4
Unsung,Helmet,Meantime,0z25tUQgEI4cIyNZ1TgWig,0.311,0.814,9,-9.272,1,0.0545,0.00534,0.198,0.731,160.303,236400,4
Save Yourself,Stabbing Westward,Darkest Days,13ZS2V2RsGWguOYYvIqDN5,0.572,0.859,1,-6.785,1,0.0352,0.253,0.201,0.106,110.034,253293,4
I Got A Girl,Tripping Daisy,I Am An Elastic Firecracker,5fxfwjQ1OmbnkOlg39HsSO,0.617,0.838,7,-8.577,1,0.0498,0,0.105,0.686,134.639,245707,4
Change - 2002 Digital Remaster,Blind Melon,Best Of Blind Melon,2xmJNIkGmYBVoiu1WqA9il,0.466,0.549,2,-7.54,1,0.0344,1.67e-05,0.213,0.547,79.438,222240,4
All Mixed Up,311,311,18ZOH3KKu5Elt5ysocFyX4,0.76,0.702,10,-9.404,0,0.0716,0,0.38,0.659,92.324,179600,4
Novocaine For The Soul,Eels,Beautiful Freak,4uPi47C1WcnhIbvCx4zCu6,0.409,0.717,6,-7.75,1,0.0395,0.0632,0.0827,0.311,169.212,188693,4
Say Hello 2 Heaven,Temple Of The Dog,Temple Of The Dog,4L2S9GbwEgwfSbHjTCvNQX,0.306,0.647,0,-9.969,1,0.0316,0.0,0.366,0.321,148.087,384467,3
Rearviewmirror - Live,Pearl Jam,DEEP: 2003,6JhNxVPU6R7Pz2fg7sKku1,0.127,0.953,11,-5.058,0,0.172,0.882,0.721,0.127,179.928,560053,4
Serve The Servants,Nirvana,In Utero - 20th Anniversary Remaster,3w5Ekq9O8g0gGFEsT77Ydi,0.435,0.895,10,-8.7,1,0.0421,0.0318,0.19,0.668,119.659,217173,4
Doll Parts,Hole,Live Through This,49t1GWE6ZiEoBgN92oMDdM,0.245,0.542,7,-7.159,1,0.0324,4.05e-06,0.102,0.365,204.824,211960,4
She Don't Use Jelly,The Flaming Lips,Transmissions From the Satellite Heart,1dJuteDIOkGfDSN7zPkzNv,0.33,0.556,7,-11.494,1,0.0796,4.39e-05,0.315,0.506,173.828,222279,4
High,The Cure,Wish,2iVtt0mYIL26IGAgRkhHT5,0.618,0.717,9,-12.107,1,0.03,0.000339,0.0594,0.761,114.802,213333,4
Stop,Jane's Addiction,Ritual De Lo Habitual,4COsndfUNxn85B4ZipFUGy,0.416,0.752,9,-8.239,1,0.111,0.000527,0.595,0.354,122.789,254107,4
Jerry Was A Race Car Driver,Primus,Sailing The Seas Of Cheese,19C0LKY3DCcQtuviPJNy5d,0.508,0.887,1,-12.377,0,0.0661,0.392,0.345,0.724,122.655,190840,4
Go - Live,Pearl Jam,DEEP: 2003,1zBJMQrEyKPSgHlO1ZcXrM,0.143,0.987,7,-4.696,1,0.101,0.811,0.973,0.116,142.972,175613,4
Not Enough Time,INXS,Welcome to Wherever You Are,4nwgKaHg9TJahiSSmt3X1x,0.668,0.727,2,-5.679,1,0.0414,0.0104,0.45,0.287,96.006,250653,4
Chloe Dancer/Crown Of Thorns,Mother Love Bone,Mother Love Bone,7rBMZvgeWnOTHWUh3Pvw51,0.353,0.362,2,-13.502,1,0.031,3.38e-05,0.114,0.267,141.285,502040,4
River of Deceit,Mad Season,Above (Deluxe Edition),5EUsI3LIV042IV5ydksV9y,0.455,0.29,0,-11.473,1,0.0288,0.00225,0.101,0.169,88.523,302907,4
Stars,Hum,You'd Prefer An Astronaut,6lQE6LF3MU63Z6VyhPxaV3,0.271,0.742,2,-12.669,1,0.0529,0.26,0.0601,0.148,91.844,309107,4
Into Your Arms,The Lemonheads,Come On Feel The Lemonheads,2rD9tU2bws0PgOPsI6aIZo,0.504,0.782,2,-9.27,1,0.0301,1.31e-06,0.115,0.619,123.883,164706,4
Naked Eye,Luscious Jackson,Fever In Fever Out,6YtkOhiHmf46w1noltVnF2,0.737,0.657,4,-10.962,0,0.0284,0.0339,0.0953,0.76,131.022,280693,4
Dizz Knee Land,Dada,Puzzle,4yYaokH8Owb9bBq84Eba57,0.58,0.718,2,-9.035,1,0.0266,0.00102,0.0815,0.462,102.734,246533,4
Pets,Porno for Pyros,Porno For Pyros,5kcQEPksJHTOLQ4In5oGN2,0.578,0.515,11,-9.541,1,0.0347,0.0268,0.119,0.302,112.879,216733,4
Sugar Kane,Sonic Youth,Dirty,6q03mlzKsM1m3TLpi6T6Cw,0.345,0.913,7,-5.346,1,0.0471,0.708,0.0756,0.357,134.965,357693,4
Molly (16 Candles),Sponge,The Hits,3AMzc1EbbuJX4FNMclv0XO,0.459,0.673,1,-8.846,1,0.028,0.00174,0.0505,0.549,101.159,221500,4
In the End,Linkin Park,Hybrid Theory (Bonus Edition),60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3,-5.87,0,0.0584,0.0,0.209,0.4,105.143,216880,4
Mr. Brightside,The Killers,Hot Fuss,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,1,-3.74,1,0.0808,0.0,0.0953,0.232,148.017,222587,4
Welcome to the Black Parade,My Chemical Romance,The Black Parade,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,1,0.0752,0.00011,0.222,0.236,96.95,311107,4
You Know You're Right,Nirvana,Nirvana,5O8L4I2S4izFGDjvP7xAKv,0.289,0.716,5,-6.53,0,0.106,0.00123,0.135,0.344,168.049,217000,4
Seven Nation Army,The White Stripes,Elephant,3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,4,-7.807,0,0.0683,0.118,0.337,0.278,123.596,232107,4
The Middle,Jimmy Eat World,Bleed American,6GG73Jik4jUlQCkKg9JuGO,0.643,0.849,2,-5.428,1,0.0526,0.0,0.058,0.903,162.152,165853,4
American Idiot,Green Day,American Idiot,6nTiIhLmQ3FWhvrGafw2zj,0.38,0.988,1,-2.042,1,0.0639,7.86e-05,0.368,0.769,186.113,176346,4
Woman,Wolfmother,Wolfmother,3CkjLJYnnyOtGk4Jx4iYS4,0.219,0.952,2,-3.621,1,0.176,0.0989,0.157,0.172,112.886,176307,1
Like a Stone,Audioslave,Audioslave,3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,7,-5.477,0,0.0276,0.0,0.0997,0.516,107.849,293960,4
Last Nite,The Strokes,Is This It,3SUusuA9jH1v6PVwtYMbdv,0.624,0.899,0,-5.709,1,0.0296,0.000137,0.0975,0.79,104.061,193373,4
Schism,TOOL,Lateralus,55mJleti2WfWEFNFcBduhc,0.567,0.714,9,-8.512,0,0.0302,0.417,0.186,0.191,107.441,403533,3
"Dance, Dance",Fall Out Boy,From Under The Cork Tree,0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,11,-3.198,0,0.154,0.0,0.0854,0.449,114.452,180267,4
I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,4bPQs0PHn4xbipzdPfn6du,0.569,0.83,9,-4.106,0,0.14,0.0,0.114,0.609,170.094,186635,4
The Taste of Ink,The Used,The Used,5jZ1Z2GFTf2gwmFc3qiUxs,0.541,0.904,7,-3.001,1,0.0435,0.0,0.193,0.541,98.122,208693,4
I Miss You,blink-182,blink-182,1oTo3ijRbaDAtrjJrGAPSw,0.664,0.781,11,-6.547,1,0.0339,5.33e-06,0.0867,0.593,110.0,227240,4
Banquet,Bloc Party,Silent Alarm,2YxXuCdbUpil3P7tRjhW1t,0.578,0.892,10,-7.952,0,0.0441,0.0111,0.215,0.892,150.253,196613,4
Are You Gonna Be My Girl,Jet,Get Born,305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.000582,0.152,0.537,105.046,213800,4
Last Resort,Papa Roach,Infest,5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,4,-3.719,0,0.0603,0.00082,0.201,0.692,90.598,199907,4
Best of You,Foo Fighters,In Your Honor,5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,1,-5.119,0,0.0696,9.42e-05,0.188,0.369,130.198,255627,4
Use Somebody,Kings of Leon,Only By The Night,5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,0,-5.356,1,0.0432,0.000417,0.201,0.173,137.028,230760,4
No One Knows,Queens of the Stone Age,Songs For The Deaf,6NvRxjfYkkT2SpirAlmsjH,0.507,0.588,0,-4.881,1,0.0641,0.000129,0.373,0.637,170.889,278707,4
Your Touch,The Black Keys,Magic Potion,5lJUXSjRjevVy7I3P87wuK,0.532,0.768,4,-8.698,0,0.0551,2.01e-05,0.377,0.698,116.026,162587,4
Float On,Modest Mouse,Good News For People Who Love Bad News,2lwwrWVKdf3LR9lbbhnr6R,0.649,0.888,6,-4.807,1,0.0293,2.23e-06,0.0888,0.553,100.975,208467,4
Reptilia,The Strokes,Room On Fire,57Xjny5yNzAcsxnusKmAfA,0.489,0.649,9,-5.11,1,0.0336,0.713,0.101,0.77,158.009,219827,4
Judith,A Perfect Circle,Mer De Noms,5KDNFlHAdDJ84fhK27c35X,0.366,0.894,11,-4.682,0,0.0568,0.17,0.267,0.304,82.305,247267,3
Welcome Home,Coheed and Cambria,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,42GP0xKtkolBnmqQRvSllO,0.442,0.951,11,-5.27,1,0.11,1.12e-06,0.0887,0.158,154.004,374973,4
What It Is To Burn - New Version,Finch,What It Is To Burn,2DGFNAg4pTPLFKPeQRbGDZ,0.258,0.735,1,-4.788,1,0.0459,0.0,0.112,0.132,150.049,269027,4
Understanding In A Car Crash,Thursday,Full Collapse,3U5TzKrZP6sqiR43LQArV7,0.401,0.907,5,-4.956,1,0.102,0.000468,0.151,0.415,162.542,264547,4
"Snake Slither, Slimy Creature, Alien",Various Artists,Sound Effects - Animals,1q9j5iA7ZvIQNsdEkhaxHX,0.418,0.742,1,-37.691,1,0.0488,0.635,0.879,0.00617,166.549,32907,5
Yellow,Coldplay,Parachutes,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.000121,0.234,0.285,173.372,266773,4
Everything In Its Right Place,Radiohead,Kid A,2kRFrWaLWiKq48YYVdGcm8,0.296,0.463,5,-11.412,0,0.0449,0.0482,0.0954,0.0629,123.943,251427,5
I Bet You Look Good On The Dancefloor,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",29EkMZmUNz1WsuzaMtVo1i,0.535,0.948,6,-4.19,0,0.0356,0.0,0.376,0.778,103.183,173680,4
Supermassive Black Hole,Muse,Black Holes and Revelations,3lPr8ghNDBLc2uZovNyLs9,0.668,0.921,7,-3.727,1,0.0439,0.00517,0.0877,0.782,120.0,212440,4
Dani California,Red Hot Chili Peppers,Stadium Arcadium,10Nmj3JCNoMeBQ87uw5j8k,0.556,0.913,0,-2.36,1,0.0437,8.59e-06,0.346,0.73,96.184,282160,4
Wish You Were Here,Incubus,Morning View,6KtLECDztnah63TNmV4Plw,0.246,0.768,9,-7.48,1,0.0387,0.301,0.102,0.35,169.873,212733,4
Beautiful Day,U2,All That You Can't Leave Behind,1VuBmEauSZywQVtqbxNqka,0.539,0.926,2,-6.495,1,0.0499,0.00136,0.36,0.454,136.279,246400,4
Papercut,Linkin Park,Hybrid Theory (Bonus Edition),1Vej0qeQ3ioKwpI6FUbRv1,0.524,0.939,9,-3.994,1,0.113,0.0,0.623,0.661,150.184,184867,4
Down with the Sickness,Disturbed,The Sickness,40rvBMQizxkIqnjPdEWY1v,0.695,0.876,3,-4.262,0,0.0553,6.89e-06,0.106,0.941,89.954,279213,4
I Disappear,Metallica,I Disappear,51Vic2Yi71YKNtLbyJKgQt,0.534,0.929,1,-3.609,1,0.047,5.58e-05,0.036,0.447,122.733,266240,4
The Diary of Jane - Single Version,Breaking Benjamin,Phobia (Clean Version),0faXHILILebCGnJBPU6KJJ,0.392,0.964,10,-4.441,0,0.0644,0.0387,0.106,0.269,167.024,200547,4
The Reason,Hoobastank,The Reason (15th Anniversary Deluxe),77loZpT5Y5PRP1S451P9Yz,0.472,0.671,4,-4.649,1,0.029,0.0,0.159,0.0681,82.952,232800,4
When You Were Young,The Killers,Sam's Town,70wYA8oYHoMzhRRkARoMhU,0.467,0.988,11,-3.313,1,0.112,0.0484,0.28,0.321,130.433,220427,4
Sunday Bloody Sunday - Remastered 2008,U2,War (Remastered),6C4LXC9UFH1IKiHYOp0BiJ,0.543,0.944,6,-7.495,1,0.0543,0.000564,0.0373,0.735,101.174,279440,4
Video Killed The Radio Star,The Buggles,The Age Of Plastic,6t1FIJlZWTQfIZhsGjaulM,0.675,0.61,1,-13.811,1,0.085,0.0188,0.159,0.344,131.037,253800,4
Waiting Room,Fugazi,13 Songs,5FFowl1Ve4S5OehL6OywSg,0.616,0.727,1,-8.176,0,0.0365,0.86,0.157,0.54,92.259,173267,4
Epic,Faith No More,The Real Thing,4ReyTz0y3TGkX48wO3Llot,0.358,0.893,4,-7.486,0,0.12,0.0524,0.126,0.262,174.238,293653,4
New Sensation - 2017 Remaster,INXS,Kick (30th Deluxe Edition),03Z0v1NYSk186ajlxqHSx4,0.679,0.946,9,-5.281,1,0.0638,3.46e-05,0.0524,0.89,115.425,220160,4
Brass in Pocket - 2006 Remaster,Pretenders,Pretenders,1QaJWSCk3UMKLotnPCIHh1,0.751,0.703,9,-5.687,1,0.0287,0.00123,0.196,0.907,97.931,185960,4
Pictures of You - Extended Dub Mix; 2018 Remaster [Remastered],The Cure,Mixed Up (Deluxe Edition),7kqB3o8wqP0tkx95clZ08G,0.632,0.627,7,-6.556,1,0.0652,0.0229,0.0543,0.483,174.041,402920,4
Fade To Black (Remastered),Metallica,Ride The Lightning (Deluxe Remaster),0dqGfCMAGyDgpUAgLNOjWd,0.256,0.929,7,-6.667,1,0.113,0.201,0.11,0.278,113.47,417227,4
Alive,Pearl Jam,Ten,1L94M3KIu7QluZe63g64rv,0.284,0.875,11,-6.069,0,0.0422,0.000461,0.402,0.595,75.009,340907,4
Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1,-4.556,1,0.0564,0.000173,0.106,0.72,116.761,301920,4
Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),7EZC6E7UjZe63f1jRmkWxt,0.309,0.649,7,-8.994,1,0.035,0.00591,0.367,0.312,166.915,306440,4
Enter Sandman (Remastered),Metallica,Metallica (Remastered),3VqHuw0wFlIHcIPWkhIbdQ,0.566,0.834,6,-8.412,0,0.0298,0.008,0.0625,0.621,123.296,331560,4
Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.000105,0.141,0.458,84.581,264307,4
Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),59WN2psjkt1tyaxjspN8fp,0.466,0.833,7,-4.215,1,0.304,0.0,0.0327,0.661,88.785,313573,4
Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),7ygpwy2qP3NbrxVkHvUhXY,0.375,0.893,2,-4.097,1,0.0406,0.0,0.187,0.434,174.323,258773,4
"Hail, Hail",Pearl Jam,No Code,5cpnyC2TLztgxOWNzoxqbY,0.355,0.953,0,-4.4,1,0.0776,3.93e-05,0.212,0.235,141.709,221147,4
Come As You Are,Nirvana,Nevermind (Remastered),4P5KoWXOxwuobLmHXLMobV,0.5,0.824,4,-5.846,0,0.0388,0.00161,0.0916,0.539,120.125,218920,4
Bitter Sweet Symphony,The Verve,Urban Hymns (Remastered 2016),57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,1,0.0479,0.0,0.406,0.518,171.176,357267,4
Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),2EoOZnxNgtmZaD8uUmz2nD,0.35,0.828,6,-5.373,1,0.041,0.000161,0.0774,0.147,105.435,318587,4
Song 2 - 2012 Remaster,Blur,Blur (Special Edition),1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8,-6.903,1,0.0676,0.0071,0.0754,0.918,129.804,121160,4
Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,1.2e-06,0.0987,0.803,125.639,268427,4
Even Flow,Pearl Jam,Ten,6QewNVIDKdSl8Y3ycuHIei,0.394,0.944,10,-6.506,0,0.0761,4.54e-06,0.298,0.265,105.338,292581,4
1979 - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3,-9.897,1,0.0331,0.583,0.0513,0.964,126.879,266200,4
Plush - 2017 Remaster,Stone Temple Pilots,Core (Super Deluxe Edition),0CkspLl535ZxdwCRs8AdZ4,0.426,0.94,7,-5.279,0,0.0423,1.72e-06,0.14,0.466,144.49,313947,4
All The Small Things,blink-182,Enema Of The State,2m1hi0nfMR9vdGC8UcrnwU,0.434,0.897,0,-4.918,1,0.0488,0.0,0.612,0.684,148.726,167067,4
Creep,Radiohead,Pablo Honey,70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,7,-9.935,1,0.0372,0.000133,0.129,0.104,91.844,238640,4
Loser,Beck,Mellow Gold,5PntSbMHC1ud6Vvl8x56qd,0.654,0.611,2,-10.45,1,0.119,0.000178,0.405,0.786,85.387,235000,4
When I Come Around,Green Day,Dookie,1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.909,11,-4.236,1,0.034,0.0,0.231,0.814,97.546,178000,4
